"","hs"
"812",1.28466672768506
"813",1.40000006649643
"814",1.68733341347737
"815",1.93333342516174
"816",2.10666676672796
"817",2.30466677613246
"818",2.38666678002725
"819",2.48533345138033
"820",2.52533345328023
"821",2.60733345717502
"822",2.61466679085667
"823",2.48133345119034
"824",2.34933344492068
"825",2.46000011684373
"826",2.45800011674874
"827",2.22000010544434
"828",1.95600009290501
"829",1.64533341148247
"830",1.54733340682772
"831",1.52533340578278
"832",1.50733340492782
"833",1.44066673509466
"834",1.33933339694825
"835",1.25666672635513
"836",1.14333338763875
"837",1.05666671685564
"838",1.04066671609568
"839",1.10466671913552
"840",1.12133338659381
"841",1.07466671771059
"842",1.04666671638067
"843",1.047333383079
"844",1.05866671695064
"845",1.07800005120225
"846",1.09000005177222
"847",1.16266672189037
"848",1.27800006070174
"849",1.4500000688713
"850",1.75400008331053
"851",1.92266675798843
"852",1.90666675722847
"853",1.8040000856854
"854",1.65133341176746
"855",1.48333340378789
"856",1.4793334035979
"857",1.58666674202929
"858",1.55600007390603
"859",1.37866673214982
"860",1.21000005747192
"861",1.01533338155908
"862",0.850000040372834
"863",0.804666704886282
"864",0.843333373389517
"865",0.78733337072966
"866",0.702000033343211
"867",0.648000030778348
"868",0.603333361990129
"869",0.59133336142016
"870",0.60800002887845
"871",0.634000030113384
"872",0.654000031063333
"873",0.676666698806609
"874",0.708000033628196
"875",0.735333368259793
"876",0.751333369019752
"877",0.756666702606405
"878",0.769333369874706
"879",0.774666703461359
"880",0.757333369304736
"881",0.730666701371471
"882",0.724666701086486
"883",0.734666701561461
"884",0.732000034768134
"885",0.72600003448315
"886",0.729333367974808
"887",0.762666702891389
"888",0.86466670773613
"889",1.04066671609568
"890",1.26466672673511
"891",1.45600006915629
"892",1.49133340416787
"893",1.43133340131802
"894",1.5026667380395
"895",1.39066673271979
"896",1.40600006678142
"897",1.6480000782758
"898",1.829333420222
"899",1.81200008606538
"900",1.9893334278216
"901",1.94333342563671
"902",1.75533341670719
"903",1.61466674335922
"904",1.5973334092026
"905",1.54333340663773
"906",1.49866673784951
"907",1.52000007219613
"908",1.64200007799082
"909",1.82533342003201
"910",2.11866676729793
"911",2.35733344530066
"912",2.48866678487199
"913",2.42200011503883
"914",2.2740001080092
"915",2.12600010097958
"916",2.01000009546988
"917",1.90266675703848
"918",1.7913334184171
"919",1.69666674725401
"920",1.68866674687403
"921",1.80533341908207
"922",2.01800009584986
"923",2.15733343580117
"924",2.24600010667928
"925",2.27800010819919
"926",2.17000010306947
"927",2.02466676283317
"928",2.03600009670481
"929",2.09800009964965
"930",2.06400009803474
"931",2.14066676834288
"932",2.37533344615561
"933",2.484666784682
"934",2.37133344596562
"935",2.26466677423256
"936",2.26533344093089
"937",2.23866677299763
"938",2.1053334333313
"939",1.9893334278216
"940",1.98800009442493
"941",1.97800009394996
"942",1.84866675447362
"943",1.7533334166122
"944",1.78400008473545
"945",1.80800008587539
"946",1.73800008255057
"947",1.67133341271741
"948",1.70733341442732
"949",1.75533341670719
"950",1.70466674763399
"951",1.65400007856078
"952",1.66400007903576
"953",1.66200007894076
"954",1.57333340806266
"955",1.47533340340791
"956",1.44866673547464
"957",1.45866673594962
"958",1.41333340046306
"959",1.3486667307249
"960",1.31866672929997
"961",1.31000006222166
"962",1.24866672597515
"963",1.1526667214154
"964",1.08266671809057
"965",1.05200004996732
"966",1.01066671467076
"967",0.931333377569293
"968",0.908000043127686
"969",0.978666713150839
"970",1.16000005509704
"971",1.30800006212667
"972",1.44600006868131
"973",1.6480000782758
"974",1.87600008910522
"975",2.02333342943651
"976",2.11133343361629
"977",2.18266677033777
"978",2.19466677090774
"979",2.11400010040961
"980",2.06866676492306
"981",2.01800009584986
"982",1.99533342810658
"983",1.96666676007832
"984",1.96533342668166
"985",2.46666678382705
"986",3.32800015807152
"987",3.74600017792545
"988",3.64466683977904
"989",3.58733350372252
"990",3.51533350030271
"991",3.40800016187131
"992",3.20133348538851
"993",2.98466680843073
"994",2.80333346648452
"995",2.65933345964489
"996",2.54333345413518
"997",2.42533344853049
"998",2.25600010715425
"999",2.07866676539804
"1000",1.92733342487675
"1001",1.77733341775214
"1002",1.62933341072251
"1003",1.52133340559279
"1004",1.48333340378789
"1005",1.51266673851448
"1006",1.60200007609092
"1007",1.7386667492489
"1008",1.89133342316685
"1009",2.03733343010147
"1010",2.19133343741608
"1011",2.33066677736739
"1012",2.47266678411203
"1013",2.62000012444332
"1014",2.56800012197345
"1015",2.56733345527512
"1016",2.59266678981173
"1017",2.48933345157032
"1018",2.33733344435071
"1019",2.22000010544434
"1020",2.18400010373443
"1021",2.17333343656113
"1022",2.15400010230951
"1023",2.11266676701295
"1024",2.0673334315264
"1025",1.97266676036331
"1026",1.8586667549486
"1027",1.80000008549541
"1028",1.80266675228874
"1029",1.78200008464046
"1030",1.71400008141063
"1031",1.66733341252742
"1032",1.67866674639905
"1033",1.68200007989071
"1034",1.6480000782758
"1035",1.64133341129248
"1036",1.67133341271741
"1037",1.64133341129248
"1038",1.53933340644774
"1039",1.46866673642459
"1040",1.45866673594962
"1041",1.44800006877631
"1042",1.49600007105619
"1043",1.65066674506913
"1044",1.960000093095
"1045",2.54466678753185
"1046",2.81533346705449
"1047",3.14400014933199
"1048",3.45800016424619
"1049",3.46800016472116
"1050",3.2580001547467
"1051",3.05200014496222
"1052",2.90266680453594
"1053",2.69000012776814
"1054",2.37600011285394
"1055",2.12733343437624
"1056",2.03333342991148
"1057",1.8713334222169
"1058",1.700666747444
"1059",1.51400007191114
"1060",1.32600006298162
"1061",1.22000005794689
"1062",1.15800005500205
"1063",1.18933338982364
"1064",1.19933339029861
"1065",1.17066672227035
"1066",1.22066672464522
"1067",1.35133339751822
"1068",1.62200007704087
"1069",1.63266674421417
"1070",1.43666673490467
"1071",1.26266672664012
"1072",1.20600005728193
"1073",1.23400005861185
"1074",1.29466672816003
"1075",1.30200006184168
"1076",1.29066672797004
"1077",1.42266673423971
"1078",1.29866672835002
"1079",1.05266671666565
"1080",0.990666713720808
"1081",1.19866672360028
"1082",1.25000005937181
"1083",1.13666672065544
"1084",1.39333339951312
"1085",1.65666674535411
"1086",1.8460000876803
"1087",2.00800009537488
"1088",1.74400008283556
"1089",1.47666673680457
"1090",1.25466672626014
"1091",1.07600005110726
"1092",0.978000046452507
"1093",0.895333375859385
"1094",0.818666705551247
"1095",0.762000036193058
"1096",0.750000035623088
"1097",0.767333369779711
"1098",0.813333371964594
"1099",0.946666711630921
"1100",1.02466671533572
"1101",1.00333338098911
"1102",1.00133338089411
"1103",1.06333338383896
"1104",1.08266671809057
"1105",1.00666671448077
"1106",0.920000043697655
"1107",0.835333373009538
"1108",0.800000037997961
"1109",0.818666705551247
"1110",0.837333373104533
"1111",0.925333377284308
"1112",1.21066672417025
"1113",1.70666674772898
"1114",2.14933343542119
"1115",2.58733345622507
"1116",2.87933347009433
"1117",2.66533345992987
"1118",2.44266678268711
"1119",2.37266677936229
"1120",2.62733345812497
"1121",2.85333346885939
"1122",2.62333345793498
"1123",2.76400013128296
"1124",2.98266680833573
"1125",2.7733334650596
"1126",2.47266678411203
"1127",2.3033334427358
"1128",2.19066677071775
"1129",2.06200009793974
"1130",1.93533342525673
"1131",1.8586667549486
"1132",1.73200008226559
"1133",1.55400007381104
"1134",1.41533340055806
"1135",1.35600006440654
"1136",1.27866672740007
"1137",1.15400005481206
"1138",1.05133338326899
"1139",1.01400004816242
"1140",0.968000045977533
"1141",0.863333374339466
"1142",0.781333370444675
"1143",0.757333369304736
"1144",0.732666701466466
"1145",0.678000032203272
"1146",0.79133337091965
"1147",1.27133339371843
"1148",1.84866675447362
"1149",1.99266676131325
"1150",1.75733341680219
"1151",1.54200007324107
"1152",1.38533339913314
"1153",1.22266672474022
"1154",1.06666671733061
"1155",0.985333380134155
"1156",0.974666712960849
"1157",0.908000043127686
"1158",0.808000038377941
"1159",0.900666709446038
"1160",1.176000055857
"1161",1.50933340502282
"1162",2.05800009774975
"1163",2.51600011950359
"1164",2.9313334725642
"1165",3.23200015351176
"1166",3.14066681584033
"1167",2.96800014097244
"1168",2.78933346581956
"1169",2.51733345290025
"1170",2.16600010287948
"1171",1.89333342326184
"1172",1.75266674991387
"1173",1.61733341015254
"1174",1.37333339856317
"1175",1.16466672198537
"1176",1.04933338317399
"1177",0.982000046642497
"1178",0.89733337595438
"1179",0.802666704791288
"1180",0.696666699756558
"1181",0.667333365029966
"1182",0.667333365029966
"1183",0.682666699091593
"1184",0.756666702606405
"1185",0.891333375669395
"1186",0.997333380704125
"1187",1.03600004920736
"1188",1.09200005186722
"1189",1.18666672303031
"1190",1.22533339153354
"1191",1.18600005633198
"1192",1.17133338896868
"1193",1.22066672464522
"1194",1.32400006288663
"1195",1.33666673015493
"1196",1.23733339210351
"1197",1.00333338098911
"1198",0.968666712675864
"1199",0.967333379279201
"1200",0.930666710870961
"1201",0.86066670754614
"1202",0.835333373009538
"1203",0.766000036383048
"1204",0.669333365124961
"1205",0.466666688832144
"1206",0.338000016054139
"1207",0.278666679902623
"1208",0.246666678382705
"1209",0.26933334612598
"1210",0.276666679807628
"1211",0.331333349070822
"1212",0.433333353915562
"1213",0.468000022228807
"1214",0.463333355340486
"1215",0.486666689782093
"1216",0.578666694151858
"1217",0.706666700231532
"1218",0.811333371869599
"1219",0.989333380324145
"1220",1.22266672474022
"1221",1.54333340663773
"1222",1.80000008549541
"1223",1.86200008844025
"1224",1.75000008312054
"1225",1.61733341015254
"1226",1.54600007343106
"1227",1.66400007903576
"1228",2.17600010335445
"1229",2.63466679180662
"1230",2.91333347170924
"1231",3.06866681242051
"1232",3.1633334835836
"1233",3.29266682305994
"1234",3.52400016738102
"1235",3.70666684272389
"1236",3.791333513412
"1237",4.0400001918897
"1238",4.65400022105314
"1239",4.81866689554105
"1240",4.53400021535344
"1241",3.97733352224653
"1242",3.48066683198946
"1243",3.10666681422542
"1244",2.79933346629453
"1245",2.51266678601193
"1246",2.29466677565748
"1247",2.19733343770107
"1248",2.13133343456623
"1249",1.99133342791659
